latitude,longitude,severity,area,area_name
28.633689,77.218376,0.7848910246568841,28.6315,Connaught Place
28.629387,77.219238,0.8888895967714474,28.6315,Connaught Place
28.629121,77.215732,0.80205586995855,28.6315,Connaught Place
28.635946,77.215757,0.8422735258965599,28.6315,Connaught Place
28.632512,77.218381,0.8715410501503941,28.6315,Connaught Place
28.632617,77.218054,0.8079921761518736,28.6315,Connaught Place
28.631129,77.215391,0.8771577134152597,28.6315,Connaught Place
28.630782,77.21489,0.8611797774387341,28.6315,Connaught Place
28.630487,77.212711,0.8340164391821349,28.6315,Connaught Place
28.630353,77.214379,0.898413917729574,28.6315,Connaught Place
28.63093,77.216447,0.8896673617599963,28.6315,Connaught Place
28.632522,77.215167,0.793335639299826,28.6315,Connaught Place
28.630192,77.216142,0.8579269845538356,28.6315,Connaught Place
28.634853,77.217249,0.8309131053000836,28.6315,Connaught Place
28.632302,77.217997,0.8723265588014972,28.6315,Connaught Place
28.628615,77.220583,0.7776443763788456,28.6315,Connaught Place
28.631415,77.217662,0.9149614148893033,28.6315,Connaught Place
28.634157,77.218796,0.8330483462049718,28.6315,Connaught Place
28.633163,77.220522,0.7776971072805773,28.6315,Connaught Place
28.629133,77.215126,0.8380322186263488,28.6315,Connaught Place
28.630907,77.217931,0.8678435529574754,28.6315,Connaught Place
28.626208,77.213333,0.7811656926221845,28.6315,Connaught Place
28.632713,77.210076,0.8919063283947191,28.6315,Connaught Place
28.626085,77.217737,0.8633855731171918,28.6315,Connaught Place
28.632456,77.214605,0.8578524283722672,28.6315,Connaught Place
28.630581,77.221965,0.8640343383475713,28.6315,Connaught Place
28.632062,77.221826,0.8017441618883814,28.6315,Connaught Place
28.63051,77.219212,0.8965786506437122,28.6315,Connaught Place
28.633301,77.220151,0.827250825982961,28.6315,Connaught Place
28.628553,77.2163,0.9153000870853412,28.6315,Connaught Place
28.631455,77.214139,0.8591617218610953,28.6315,Connaught Place
28.631837,77.217253,0.8308406339432006,28.6315,Connaught Place
28.632132,77.21256,0.8302697438570205,28.6315,Connaught Place
28.63321,77.218823,0.8821969396638428,28.6315,Connaught Place
28.63168,77.217327,0.8332938279649593,28.6315,Connaught Place
28.635381,77.214536,0.825791528333321,28.6315,Connaught Place
28.631065,77.218828,0.8152028694164648,28.6315,Connaught Place
28.632985,77.218754,0.8614114165069452,28.6315,Connaught Place
28.623983,77.21848,0.8204646493018256,28.6315,Connaught Place
28.631962,77.221506,0.8418667039727546,28.6315,Connaught Place
28.631093,77.217169,0.9061930365396322,28.6315,Connaught Place
28.631878,77.221823,0.795160721077268,28.6315,Connaught Place
28.635933,77.223311,0.9364348822202796,28.6315,Connaught Place
28.631277,77.217845,0.8433088517741979,28.6315,Connaught Place
28.632501,77.217097,0.8735769261272569,28.6315,Connaught Place
28.634402,77.213394,0.8139220983228576,28.6315,Connaught Place
28.630205,77.215992,0.869292327627825,28.6315,Connaught Place
28.632264,77.215196,0.8631374612573569,28.6315,Connaught Place
28.634218,77.2163,0.8264237596275026,28.6315,Connaught Place
28.62799,77.215778,0.8576281256051234,28.6315,Connaught Place
28.630928,77.222973,0.8314042709339355,28.6315,Connaught Place
28.631299,77.216956,0.8335737388438553,28.6315,Connaught Place
28.634168,77.214937,0.9366155802704972,28.6315,Connaught Place
28.632512,77.213459,0.8351714523232645,28.6315,Connaught Place
28.630776,77.214417,0.840467447124742,28.6315,Connaught Place
28.634215,77.215383,0.8466523413550899,28.6315,Connaught Place
28.631683,77.215983,0.79931413167798,28.6315,Connaught Place
28.63323,77.220354,0.9077656018053348,28.6315,Connaught Place
28.632571,77.212883,0.9308104840825604,28.6315,Connaught Place
28.62935,77.218075,0.8214528169239103,28.6315,Connaught Place
28.630995,77.221131,0.8068327367630309,28.6315,Connaught Place
28.62939,77.217689,0.8437495484840211,28.6315,Connaught Place
28.625214,77.217634,0.850571302778033,28.6315,Connaught Place
28.633894,77.212973,0.8397419155566977,28.6315,Connaught Place
28.631006,77.216866,0.7698870229470537,28.6315,Connaught Place
28.632827,77.21585,0.8638137089664276,28.6315,Connaught Place
28.634015,77.216684,0.8168812520455873,28.6315,Connaught Place
28.631664,77.219938,0.8410194293084271,28.6315,Connaught Place
28.635012,77.217625,0.8441228916335934,28.6315,Connaught Place
28.635011,77.211152,0.8160867779922412,28.6315,Connaught Place
28.633526,77.21296,0.846543103263693,28.6315,Connaught Place
28.630905,77.209704,0.8055933073133174,28.6315,Connaught Place
28.632685,77.217181,0.7979728030421233,28.6315,Connaught Place
28.636736,77.220577,0.8233049880813222,28.6315,Connaught Place
28.630524,77.216156,0.8680960926964422,28.6315,Connaught Place
28.627331,77.210229,0.9057296222288689,28.6315,Connaught Place
28.633782,77.219118,0.8534690567566389,28.6315,Connaught Place
28.628774,77.213194,0.8656954105728777,28.6315,Connaught Place
28.635233,77.21768,0.8353404206675619,28.6315,Connaught Place
28.629376,77.208922,0.8357818080979952,28.6315,Connaught Place
28.642668,77.216017,0.9003169531181134,28.6448,Paharganj
28.647828,77.213033,0.8971608402803655,28.6448,Paharganj
28.643326,77.214962,0.9306242955275033,28.6448,Paharganj
28.643609,77.217223,0.8845663472226794,28.6448,Paharganj
28.64679,77.212034,0.9681931114906955,28.6448,Paharganj
28.648944,77.213638,1.0,28.6448,Paharganj
28.643234,77.216418,0.904973873650787,28.6448,Paharganj
28.645608,77.216476,0.9448907704205274,28.6448,Paharganj
28.647588,77.218819,0.9701910696033279,28.6448,Paharganj
28.64346,77.215198,0.8819114761277914,28.6448,Paharganj
28.644589,77.21579,0.8730614341191129,28.6448,Paharganj
28.646936,77.211249,0.9123832950554471,28.6448,Paharganj
28.643594,77.216428,0.9353424820449525,28.6448,Paharganj
28.646133,77.212863,0.8956452914473745,28.6448,Paharganj
28.642499,77.214919,0.8743114480114905,28.6448,Paharganj
28.645191,77.215808,0.9450092282009982,28.6448,Paharganj
28.643644,77.218383,0.8275936370292476,28.6448,Paharganj
28.647281,77.214575,0.9668093050006086,28.6448,Paharganj
28.647691,77.214125,0.8853110539923935,28.6448,Paharganj
28.644413,77.214747,0.9117724184154965,28.6448,Paharganj
28.645428,77.210774,0.8739705793572294,28.6448,Paharganj
28.646017,77.209976,0.963722360847062,28.6448,Paharganj
28.645794,77.215168,0.8157201341307596,28.6448,Paharganj
28.645144,77.212288,0.8596700547846314,28.6448,Paharganj
28.644346,77.214403,0.8779673789215129,28.6448,Paharganj
